vertex_ind,xcoord,ycoord
"3205",-116487.229129666389781,-2543033.623387623112649
"3206",-116625.395119236010942,-2542885.741768948268145
"3207",-116757.021126865700353,-2542735.829660904593766
"3208",-116882.656283627467928,-2542584.717969197314233
"3209",-117002.983074338393635,-2542433.045091994572431
"3210",-117118.777542644907953,-2542281.392620347440243
"3211",-117230.762055971237714,-2542130.207163006998599
"3212",-117339.655549568822607,-2541979.832099268678576
"3213",-117446.097437839693157,-2541830.466327641159296
"3214",-117550.640985218458809,-2541682.236448129639030
"3215",-117653.733392621288658,-2541535.106663030106574
"3216",-117755.722376270452514,-2541388.949075388722122
"3217",-117856.904897248066845,-2541243.595504022669047
"3218",-117957.553534725535428,-2541098.814683964010328
"3219",-118057.894468364189379,-2540954.409833103418350
"3220",-118158.284643593127839,-2540810.169237413443625
"3221",-118259.143328803838813,-2540666.019357929471880
"3222",-118360.937256729390356,-2540521.834845977835357
"3223",-118464.344321100477828,-2540377.692343759350479
"3224",-118570.156804114958504,-2540233.789490722585469
"3225",-118679.285800903540803,-2540090.393477718345821
"3226",-118792.690181524827494,-2539948.105785827618092
"3227",-118911.357041288341861,-2539807.447170623578131
"3228",-119036.149398002075031,-2539669.068336796946824
"3229",-119167.885004730735091,-2539533.704504616558552
"3230",-119307.129837374974159,-2539402.108560458291322
"3231",-119454.302257220653701,-2539275.005534208379686
"3232",-119609.601894052757416,-2539153.060306508094072
"3233",-119773.016319208050845,-2539036.868263626471162
"3234",-119944.379302849629312,-2538926.857832502573729
"3235",-120123.234371839906089,-2538823.318492223508656
"3236",-120309.115060719705070,-2538726.312712565064430
"3237",-120501.341919705111650,-2538635.782149350270629
"3238",-120699.188138622441329,-2538551.313942105975002
"3239",-120901.842775514291134,-2538472.444883819669485
"3240",-121108.494241435837466,-2538398.522967146243900
"3241",-121318.224766218685545,-2538328.838189589325339
"3242",-121530.332026993419277,-2538262.603456651791930
"3243",-121743.641354882973246,-2538199.054059363435954
"3244",-121957.422401095580426,-2538137.375675890129060
"3245",-122170.841658506848034,-2538076.937021033372730
"3246",-122383.182815173757263,-2538017.003948606085032
"3247",-122593.445055870484794,-2537957.123278984799981
"3248",-122801.027947755603236,-2537896.761124245822430
"3249",-123005.226487982115941,-2537835.496675194241107
"3250",-123205.452945010241820,-2537772.939300874713808
"3251",-123401.077280610275920,-2537708.750241244677454
"3252",-123591.680235218111193,-2537642.673832638654858
"3253",-123776.790385422718828,-2537574.502522225491703
"3254",-123956.167755852075061,-2537504.105636632535607
"3255",-124129.429677547494066,-2537431.331406050827354
"3256",-124296.508769749503699,-2537356.193758851848543
"3257",-124457.237005746297655,-2537278.712543570902199
"3258",-124611.661508480727207,-2537198.967123697511852
"3259",-124759.759192510566209,-2537117.082341586705297
"3260",-124901.694400506763486,-2537033.247717052698135
"3261",-125037.605350951780565,-2536947.668702717404813
"3262",-125167.750860301690409,-2536860.615157577209175
"3263",-125292.324316513317171,-2536772.296095682308078
"3264",-125411.643817843505531,-2536682.977878357283771
"3265",-125526.074742518714629,-2536593.036353103816509
"3266",-125635.956639366617310,-2536502.700890670530498
"3267",-125741.606781160386163,-2536412.271065288223326
"3268",-125843.382160801716964,-2536322.007156752049923
"3269",-125941.598311688867398,-2536232.181974100414664
"3270",-126036.604499957480584,-2536143.024876497685909
"3271",-126128.735335550969467,-2536054.797024039085954
"3272",-126218.355571386200609,-2535967.750131641048938
"3273",-126305.877440926225972,-2535882.218730052467436
"3274",-126391.770136714985711,-2535798.518023198936135
"3275",-126476.607097139785765,-2535717.138804098125547
"3276",-126561.081647703831550,-2535638.639342143200338
"3277",-126645.908447545953095,-2535563.751332057174295
"3278",-126731.916743129433598,-2535493.317414030432701
"3279",-126819.852228015413857,-2535428.328167016152292
"3280",-126910.348622552832239,-2535369.794413668103516
"3281",-127003.746937037241878,-2535318.729674410074949
"3282",-127100.134625645907363,-2535275.982992940582335
"3283",-127199.207026409887476,-2535242.283637728542089
"3284",-127300.424155170010636,-2535218.197943782899529
"3285",-127402.900248543184716,-2535204.131795761175454
"3286",-127505.707458855729783,-2535200.388053729664534
"3287",-127607.740943996279384,-2535207.158869719132781
"3288",-127707.997404715599259,-2535224.580982821527869
"3289",-127805.497530922337319,-2535252.659491138998419
"3290",-127899.618561733863316,-2535291.110275475773960
"3291",-127990.014778380747885,-2535339.370500839781016
"3292",-128076.986144188573235,-2535396.245314463507384
"3293",-128161.348327015759423,-2535459.990583973936737
"3294",-128244.549222648071009,-2535528.154018022585660
"3295",-128328.259238503902452,-2535598.155493230093271
"3296",-128414.255352310574381,-2535667.333765116054565
"3297",-128503.934078219201183,-2535733.440350516699255
"3298",-128598.352416218724102,-2535794.698731062933803
"3299",-128697.976199964206899,-2535849.743097358848900
"3300",-128802.966661566344555,-2535897.458693124353886
"3301",-128913.027013716084184,-2535937.108717848546803
"3302",-129027.749614810425555,-2535967.880662703886628
"3303",-129146.286898177975672,-2535989.320297945290804
"3304",-129267.901399322974612,-2536001.041749251075089
"3305",-129391.550298923248192,-2536002.789139315020293
"3306",-129516.379468241357245,-2535994.461575781460851
"3307",-129641.458366256003501,-2535976.124099658802152
"3308",-129766.059421537196613,-2535948.002495309337974
"3309",-129889.556446837785188,-2535910.506770966108888
"3310",-130011.612136633018963,-2535864.211128119379282
"3311",-130132.091768088372191,-2535809.900642675347626
"3312",-130251.232025289296871,-2535748.540224216412753
"3313",-130369.465755672543310,-2535681.310452923178673
"3314",-130487.548228697647573,-2535609.441462629474699
"3315",-130606.370709030030412,-2535534.298316745553166
"3316",-130726.959819741983665,-2535457.151285064406693
"3317",-130850.250335443153745,-2535379.261642918456346
"3318",-130977.186065633315593,-2535301.726397924590856
"3319",-131108.519284690351924,-2535225.525603389367461
"3320",-131244.875121193646919,-2535151.437835511751473
"3321",-131386.670315674738958,-2535080.138002280145884
"3322",-131534.233416949311504,-2535012.113928907085210
"3323",-131687.603677963779774,-2534947.744454125873744
"3324",-131846.849005997763015,-2534887.190534498076886
"3325",-132011.845335724094184,-2534830.572032735217363
"3326",-132182.451281562098302,-2534777.759362090379000
"3327",-132358.352179868874373,-2534728.576353379990906
"3328",-132539.325196267716819,-2534682.637122962623835
"3329",-132724.843100450118072,-2534639.380720485001802
"3330",-132914.583153659477830,-2534598.155806541908532
"3331",-133107.986160391970770,-2534558.206421811133623
"3332",-133304.586708636139520,-2534518.664620938710868
"3333",-133503.746211102115922,-2534478.593269051052630
"3334",-133704.877097691845847,-2534437.049149679485708
"3335",-133907.256009902601363,-2534393.153955015353858
"3336",-134110.322056638280628,-2534345.947234572842717
"3337",-134313.029892931866925,-2534294.633440555073321
"3338",-134514.790378053992754,-2534238.472635272890329
"3339",-134714.703571311460109,-2534176.819614404346794
"3340",-134912.180767474987078,-2534109.225706826429814
"3341",-135106.207544798555318,-2534035.244432428851724
"3342",-135296.231706370657776,-2533954.676587481051683
"3343",-135481.666785933339270,-2533867.509435249492526
"3344",-135662.077698457200313,-2533773.821105037350208
"3345",-135837.205437429773156,-2533673.949878969229758
"3346",-136006.996928288572235,-2533568.314290880225599
"3347",-136171.642122859484516,-2533457.531103902030736
"3348",-136331.647091380436905,-2533342.388207213953137
"3349",-136487.729603166109882,-2533223.813592581078410
"3350",-136640.933055765577592,-2533102.835721123497933
"3351",-136792.462266685673967,-2532980.564793183002621
"3352",-136943.629585419141222,-2532858.170827274676412
"3353",-137095.732565547456034,-2532736.718082278966904
"3354",-137249.982991773053072,-2532617.209221488330513
"3355",-137407.331181123794522,-2532500.479841019958258
"3356",-137568.541438892309088,-2532387.138631273992360
"3357",-137734.119122661475558,-2532277.707756347488612
"3358",-137904.317298559442861,-2532172.434504820965230
"3359",-138079.119139195652679,-2532071.455541886389256
"3360",-138258.398446270206477,-2531974.726466638501734
"3361",-138441.847398062149296,-2531882.116314204409719
"3362",-138629.143974562524818,-2531793.305415471550077
"3363",-138819.607673044141848,-2531707.948699051979929
"3364",-139012.832660303043667,-2531625.558248832821846
"3365",-139208.051128275255905,-2531545.621578982099891
"3366",-139404.696190459857462,-2531467.584434093441814
"3367",-139602.089438086579321,-2531390.885578810703009
"3368",-139799.571847624902148,-2531314.834439340978861
"3369",-139996.418745160917751,-2531238.898643235210329
"3370",-140191.999514621275011,-2531162.503369853366166
"3371",-140385.617834338336252,-2531085.084758373908699
"3372",-140576.734674675739370,-2531006.124056657776237
"3373",-140764.551043660525465,-2530925.186630420852453
"3374",-140948.662337470945204,-2530841.894295678939670
"3375",-141128.415148351428797,-2530755.974460921715945
"3376",-141303.430888797738589,-2530667.107823135331273
"3377",-141473.230441011837684,-2530575.188954119104892
"3378",-141637.525331946730148,-2530480.123619232326746
"3379",-141796.081603330268990,-2530382.029322122689337
"3380",-141948.739211136242375,-2530280.942588153760880
"3381",-142095.454258255776949,-2530177.075896016322076
"3382",-142236.283790417393902,-2530070.707014368847013
"3383",-142371.389322181494208,-2529962.117843591142446
"3384",-142501.033692713564960,-2529851.705614816863090
"3385",-142625.581455072853714,-2529739.825299578718841
"3386",-142745.491709865978919,-2529626.837567089591175
"3387",-142861.266122235567309,-2529513.150648283772171
"3388",-142973.455016089428682,-2529399.048675301484764
"3389",-143082.686636607366381,-2529284.920900813769549
"3390",-143189.551106739003444,-2529171.024759015534073
"3391",-143294.655145710799843,-2529057.694373712874949
"3392",-143398.572044256987283,-2528945.161378848366439
"3393",-143501.850526443304261,-2528833.676558020990342
"3394",-143604.965178288897732,-2528723.408672251272947
"3395",-143708.293433416722110,-2528614.499245038721710
"3396",-143812.192935644881800,-2528507.153537091333419
"3397",-143916.954982161958469,-2528401.479218976106495
"3398",-144022.739831534679979,-2528297.467831016052514
"3399",-144129.752220688213129,-2528195.269290746655315
"3400",-144238.051145816280041,-2528094.824777130503207
"3401",-144347.778338005300611,-2527996.271532474551350
"3402",-144458.929250271001365,-2527899.564487251918763
"3403",-144571.537935140077025,-2527804.707038783002645
"3404",-144685.549238577892538,-2527711.544175521004945
"3405",-144800.951407104032114,-2527620.012011311948299
"3406",-144917.828139242716134,-2527530.015639702789485
"3407",-145036.008906137256417,-2527441.412139025051147
"3408",-145155.610605174326338,-2527354.061412514187396
"3409",-145276.664652103383560,-2527267.818917170166969
"3410",-145399.282624890474835,-2527182.559163315221667
"3411",-145523.579720406734850,-2527098.186373466625810
"3412",-145649.718485909514129,-2527014.539484937675297
"3413",-145777.879159323230851,-2526931.541859945748001
"3414",-145908.303677943855291,-2526849.101921976543963
"3415",-146041.221632904722355,-2526767.178868237417191
"3416",-146176.931304468103917,-2526685.692801069468260
"3417",-146315.650265997624956,-2526604.661070472560823
"3418",-146457.694853864260949,-2526524.112876527011395
"3419",-146603.311305506387725,-2526444.100793485064059
"3420",-146752.758057585306233,-2526364.654977370984852
"3421",-146906.204041906865314,-2526285.885904513299465
"3422",-147063.851109466631897,-2526207.852336366660893
"3423",-147225.795805670088157,-2526130.732654051855206
"3424",-147392.150306961179012,-2526054.651566785760224
"3425",-147562.918513446405996,-2525979.836872364394367
"3426",-147738.159702492586803,-2525906.480436879675835
"3427",-147917.618098365259357,-2525834.885792850982398
"3428",-148101.266646814008709,-2525765.362574251368642
"3429",-148288.791458595020231,-2525698.300230056978762
"3430",-148479.969433010555804,-2525634.096900648437440
"3431",-148674.425496117968578,-2525573.228900692891330
"3432",-148871.773708386113867,-2525516.188424450810999
"3433",-149071.507794810167979,-2525463.525834341999143
"3434",-149273.118254750093911,-2525415.744653153233230
"3435",-149475.995029985526344,-2525373.459949910175055
"3436",-149679.638538306433475,-2525337.205283727031201
"3437",-149883.118317962245783,-2525307.506440015044063
"3438",-150085.996914072253276,-2525284.803677153307945
"3439",-150287.252763855445664,-2525269.442926891148090
"3440",-150486.320096895215102,-2525261.700134382117540
"3441",-150682.464022289670538,-2525261.684208264108747
"3442",-150875.118616331659723,-2525269.391285778954625
"3443",-151063.614873719430761,-2525284.599771520588547
"3444",-151247.601137679477688,-2525306.844314008951187
"3445",-151426.753276022383943,-2525335.504030037205666
"3446",-151601.069299724302255,-2525369.578890519216657
"3447",-151770.609789612848544,-2525407.896551314275712
"3448",-151935.787272700457834,-2525448.916910657659173
"3449",-152097.091248416661983,-2525490.901511064730585
"3450",-152255.218872276076581,-2525531.883721233345568
"3451",-152410.815042787726270,-2525569.924550018738955
"3452",-152564.544569640100235,-2525603.153555977623910
"3453",-152716.836213893664535,-2525630.032830686774105
"3454",-152868.078491308930097,-2525649.320066755637527
"3455",-153018.149086145596812,-2525660.219469350762665
"3456",-153167.061445953004295,-2525662.217769791372120
"3457",-153314.520052380394191,-2525655.138953464571387
"3458",-153460.262649964046432,-2525639.088835995178670
