vertex_ind,xcoord,ycoord
"2646",-23621.299636274183285,-2578971.091211345978081
"2647",-23724.504800869253813,-2578894.950228027999401
"2648",-23827.487292561912909,-2578818.700249612797052
"2649",-23930.313704914708069,-2578742.362242882139981
"2650",-24033.071461748226284,-2578665.928856249898672
"2651",-24135.863607867227984,-2578589.464336672797799
"2652",-24238.775835286724032,-2578512.977934265043586
"2653",-24341.871929370041471,-2578436.490132415667176
"2654",-24445.191164762189146,-2578359.974806261714548
"2655",-24548.757634473906364,-2578283.449355446267873
"2656",-24652.538715993534424,-2578206.787004973273724
"2657",-24756.456628217674734,-2578129.961228628177196
"2658",-24860.324014978883497,-2578052.610195697285235
"2659",-24964.083419474336552,-2577974.760196915827692
"2660",-25067.584978249993583,-2577896.204775335732847
"2661",-25170.660838877753122,-2577816.852738693822175
"2662",-25273.198237623109890,-2577736.553704648744315
"2663",-25375.036126569808403,-2577655.207270783372223
"2664",-25476.056276416526089,-2577572.587956388946623
"2665",-25576.204400119124330,-2577488.699600924272090
"2666",-25675.498827157302003,-2577403.469000012148172
"2667",-25774.030827156602754,-2577316.908209079876542
"2668",-25871.944537691022560,-2577228.964978413656354
"2669",-25969.546173371658369,-2577139.754840938840061
"2670",-26067.214795913670969,-2577049.388415961991996
"2671",-26165.463805252533348,-2576958.041463997680694
"2672",-26264.892935340467375,-2576865.880796087905765
"2673",-26366.210787380812690,-2576773.185065429192036
"2674",-26470.181116672130884,-2576680.197223410010338
"2675",-26577.620142936451884,-2576587.253742346540093
"2676",-26689.357195575234073,-2576494.662835369817913
"2677",-26806.186713006078207,-2576402.758353298064321
"2678",-26928.887268756399862,-2576311.794425570871681
"2679",-27058.183068738231668,-2576222.109861550386995
"2680",-27194.766871831510798,-2576133.938978837337345
"2681",-27339.197220882575493,-2576047.561065982561558
"2682",-27492.056351491970418,-2575963.168633962050080
"2683",-27653.742973594569776,-2575880.905460817273706
"2684",-27824.700283336165739,-2575800.778133275453001
"2685",-28005.227103035209439,-2575722.903923687990755
"2686",-28195.597419319536129,-2575647.234898727387190
"2687",-28395.905397707734664,-2575573.704874359071255
"2688",-28606.281941199209541,-2575502.155807223636657
"2689",-28826.587608072361036,-2575432.428891580551863
"2690",-29056.724139409925556,-2575364.301558713894337
"2691",-29296.396344732114812,-2575297.561933145858347
"2692",-29545.244813977478771,-2575231.941292217001319
"2693",-29802.731323490304931,-2575167.241240108385682
"2694",-30068.263238240746432,-2575103.216449043247849
"2695",-30341.081845598258951,-2575039.701662536244839
"2696",-30620.648242328716151,-2574976.492145306430757
"2697",-30905.547468428761931,-2574913.477557803504169
"2698",-31195.190173282506294,-2574850.525427813641727
"2699",-31488.432979481265647,-2574787.613833950366825
"2700",-31784.412466589004907,-2574724.703443812672049
"2701",-32082.155303429895866,-2574661.855552471708506
"2702",-32380.926020826344029,-2574599.133778037503362
"2703",-32679.629708628119261,-2574536.690314343664795
"2704",-32977.712634822615655,-2574474.680132980924100
"2705",-33274.487050464827917,-2574413.331514664459974
"2706",-33569.576738165436836,-2574352.869745058473200
"2707",-33862.376677310698142,-2574293.564238925930113
"2708",-34152.748789503348235,-2574235.630393294151872
"2709",-34440.404975050994835,-2574179.342109253164381
"2710",-34725.340952261183702,-2574124.878673713654280
"2711",-35007.431450839401805,-2574072.442900282796472
"2712",-35286.786618405902118,-2574022.055928755085915
"2713",-35563.390075946030265,-2573973.871410060208291
"2714",-35837.363776612110087,-2573927.664918880909681
"2715",-36108.743360098029370,-2573883.328149492386729
"2716",-36377.677374224229425,-2573840.521578942891210
"2717",-36644.054130609350977,-2573798.934262299444526
"2718",-36908.025112014460319,-2573758.217598537914455
"2719",-37169.408756684148102,-2573717.938361172098666
"2720",-37428.228202528589463,-2573677.691519642248750
"2721",-37684.324752271932084,-2573637.063562006223947
"2722",-37937.766400365981099,-2573595.586628091055900
"2723",-38187.981439500545093,-2573552.932425310369581
"2724",-38434.976272653053456,-2573508.733899433631450
"2725",-38678.445751621846284,-2573462.688227024395019
"2726",-38918.202037217080942,-2573414.480143969878554
"2727",-39153.915200617855589,-2573363.859469166025519
"2728",-39385.368800144278794,-2573310.536854791920632
"2729",-39612.270272712768929,-2573254.267133132088929
"2730",-39834.435143297690956,-2573194.773693865165114
"2731",-40051.474078953397111,-2573131.800316424574703
"2732",-40263.243541098607238,-2573065.059319937136024
"2733",-40469.398220027942443,-2572994.292327474337071
"2734",-40669.782141776042408,-2572919.233056933619082
"2735",-40864.056110568657459,-2572839.772741131950170
"2736",-41052.117415517932386,-2572755.622982926201075
"2737",-41233.636130847015011,-2572666.751773859374225
"2738",-41408.536412376983208,-2572573.138228056952357
"2739",-41576.660614425265521,-2572474.936970730312169
"2740",-41738.014563629534678,-2572372.406305707059801
"2741",-41892.673621994181303,-2572266.015500048175454
"2742",-42040.813796993796132,-2572156.130757702514529
"2743",-42182.771553908889473,-2572043.460709954146296
"2744",-42318.985768358928908,-2571928.642552309203893
"2745",-42450.074404401952052,-2571812.599199795629829
"2746",-42576.714946416483144,-2571696.077449582982808
"2747",-42699.639727409958141,-2571580.014879156369716
"2748",-42819.623050186266482,-2571465.219145862385631
"2749",-42937.413628334084933,-2571352.505492729600519
"2750",-43053.666252685390646,-2571242.631444379687309
"2751",-43168.959172690338164,-2571136.122769452165812
"2752",-43283.757654975401238,-2571033.633821556810290
"2753",-43398.259409420890734,-2570935.425752541515976
"2754",-43512.743069978954736,-2570841.710491305217147
"2755",-43627.246134049979446,-2570752.592256471980363
"2756",-43741.793427829332359,-2570667.857171096839011
"2757",-43856.369221034568909,-2570587.378955672960728
"2758",-43970.913148817438923,-2570510.614300646819174
"2759",-44085.418427802091173,-2570437.204201056156307
"2760",-44199.954201733133232,-2570366.516026151832193
"2761",-44314.574221973351086,-2570298.037721130531281
"2762",-44429.438185212122335,-2570230.994767609518021
"2763",-44544.815460003628687,-2570164.825853972230107
"2764",-44661.077971484242880,-2570098.968994494527578
"2765",-44778.683256676107703,-2570033.037341576069593
"2766",-44898.176786312862532,-2569966.694988994393498
"2767",-45020.146483736018126,-2569899.796425374224782
"2768",-45145.222470944165252,-2569832.252298885490745
"2769",-45274.013824839981680,-2569764.167259786743671
"2770",-45407.091405132348882,-2569695.606073894537985
"2771",-45544.933971005710191,-2569626.760897688101977
"2772",-45687.931565894570667,-2569557.762507248204201
"2773",-45836.326852706741192,-2569488.802217829041183
"2774",-45990.243163913866738,-2569419.964981989003718
"2775",-46149.635318174201529,-2569351.370495821814984
"2776",-46314.335319170313596,-2569282.990929661318660
"2777",-46484.012243910285179,-2569214.817883555311710
"2778",-46658.239575657476962,-2569146.735072710085660
"2779",-46836.451623438704701,-2569078.624173991847783
"2780",-47018.132683208641538,-2569010.295881217345595
"2781",-47202.351631357421866,-2568941.571789617184550
"2782",-47388.591332393669290,-2568872.230189788155258
"2783",-47575.861786316905636,-2568802.090191726572812
"2784",-47763.583102096687071,-2568730.957157190423459
"2785",-47950.908427016765927,-2568658.712807980831712
"2786",-48137.250179942799150,-2568585.232078011147678
"2787",-48321.962523319110915,-2568510.509106129407883
"2788",-48504.533279513947491,-2568434.489414346870035
"2789",-48684.547926698709489,-2568357.313644906505942
"2790",-48861.635400401901279,-2568279.034966919105500
"2791",-49035.602230859592964,-2568199.967583302874118
"2792",-49206.311735419913020,-2568120.281865333672613
"2793",-49373.680879731437017,-2568040.248718531802297
"2794",-49537.731355630407052,-2567960.100482317619026
"2795",-49698.478194323964999,-2567880.083473775070161
"2796",-49856.097531693856581,-2567800.431290502194315
"2797",-50010.506011123696226,-2567721.309326306916773
"2798",-50161.887065928684024,-2567642.845776380971074
"2799",-50310.283596963410673,-2567565.108959015458822
"2800",-50455.770939624329912,-2567488.076160358265042
"2801",-50598.321720857195032,-2567411.701303814072162
"2802",-50737.969473361423297,-2567335.845560826361179
"2803",-50874.629848358665186,-2567260.347132116090506
"2804",-51008.276839692422072,-2567184.945370023138821
"2805",-51138.793263612460578,-2567109.421440627425909
"2806",-51266.153563775624207,-2567033.493185079190880
"2807",-51390.195743545242294,-2566956.904721546918154
"2808",-51510.889275307818025,-2566879.386006045620888
"2809",-51628.178244521906890,-2566800.718893358483911
"2810",-51742.050791816516721,-2566720.697272017132491
"2811",-51852.528758429572918,-2566639.185124929994345
"2812",-51959.695166201730899,-2566556.075013624969870
"2813",-52063.688371381533216,-2566471.337254041805863
"2814",-52164.719570459899842,-2566384.975963797885925
"2815",-52263.068465216521872,-2566297.070670491550118
"2816",-52359.086081404740980,-2566207.729928943328559
"2817",-52453.187476029568643,-2566117.127298050094396
"2818",-52545.836327125951357,-2566025.452549883164465
"2819",-52637.568141213458148,-2565933.007551680784672
"2820",-52728.837059395526012,-2565839.933280424680561
"2821",-52820.185448457224993,-2565746.573861820157617
"2822",-52912.023592925004777,-2565653.097185932565480
"2823",-53004.781745659987791,-2565559.804151358548552
"2824",-53098.763468322234985,-2565466.875472838059068
"2825",-53194.247807476647722,-2565374.555729800835252
"2826",-53291.331779605447082,-2565282.893358616158366
"2827",-53390.125934981420869,-2565192.134114861022681
"2828",-53490.654358173553192,-2565102.405491624493152
"2829",-53592.900727883854415,-2565013.840272499714047
"2830",-53696.730461971783370,-2564926.439647639170289
"2831",-53801.968900161191414,-2564840.225213503465056
"2832",-53908.461459273668879,-2564755.160891862586141
"2833",-54015.871357939169684,-2564671.136887788306922
"2834",-54123.993328856828157,-2564588.017835097853094
"2835",-54232.553896575918770,-2564505.639670073054731
"2836",-54341.307368604459043,-2564423.733767589554191
"2837",-54449.960030952781381,-2564342.035866603255272
"2838",-54558.362404097955732,-2564260.293502927292138
"2839",-54666.366689587237488,-2564178.244371089618653
"2840",-54773.950725176131527,-2564095.654055412858725
"2841",-54881.161962324425986,-2564012.334097112528980
"2842",-54988.255380375296227,-2563928.170678440481424
"2843",-55095.487102368038904,-2563843.141176781151444
"2844",-55203.417802493939234,-2563757.340717033017427
"2845",-55312.681659881265659,-2563670.993952174205333
"2846",-55424.074861000903184,-2563584.436860461719334
"2847",-55538.431283027464815,-2563498.116750932764262
"2848",-55656.666220818275178,-2563412.600369270890951
"2849",-55779.605112836441549,-2563328.482821732293814
"2850",-55908.042526390287094,-2563246.416741741821170
"2851",-56042.582985447443207,-2563167.016645391006023
"2852",-56183.753030119441974,-2563090.786170661915094
"2853",-56331.842652117404214,-2563018.379458895884454
"2854",-56487.013102731332765,-2562950.276304648723453
"2855",-56649.213354277948383,-2562886.898448324762285
"2856",-56818.285397920779360,-2562828.576051657553762
"2857",-56993.878095215608482,-2562775.596221071667969
"2858",-57175.577889793479699,-2562728.140113413333893
"2859",-57362.746304021537071,-2562686.363661045208573
"2860",-57554.759175279657939,-2562650.380179405212402
"2861",-57750.821394961065380,-2562620.302355006802827
"2862",-57950.152101996543934,-2562596.240699982270598
"2863",-58151.788173825661943,-2562578.336282141972333
"2864",-58355.070547897004872,-2562566.737266046460718
"2865",-58558.576014890248189,-2562561.709199134260416
"2866",-58761.647268298460403,-2562563.398082378786057
"2867",-58963.184881788860366,-2562572.110157433431596
"2868",-59162.412106793322891,-2562588.094159756787121
"2869",-59358.304682547932316,-2562611.602587076835334
"2870",-59550.166872488873196,-2562642.730190678965300
"2871",-59737.255491757052368,-2562681.603304217103869
"2872",-59919.085791302677535,-2562728.095037654507905
"2873",-60095.267916236392921,-2562782.027817771770060
"2874",-60265.763980239382363,-2562842.863795443903655
"2875",-60430.750592627620790,-2562909.894594085868448
"2876",-60590.869669811960193,-2562981.933043421711773
"2877",-60747.030531473486917,-2563057.519860349129885
"2878",-60900.564365579703008,-2563134.713086200412363
"2879",-61052.887134317003074,-2563211.457971668802202
"2880",-61205.526444464943779,-2563285.564463189803064
"2881",-61359.716886032685579,-2563355.155204079579562
"2882",-61516.482398957748956,-2563418.606514478102326
"2883",-61676.361976705826237,-2563474.816958765964955
"2884",-61839.636466148593172,-2563522.941352617926896
"2885",-62006.157992547086906,-2563562.537909287959337
"2886",-62175.644946110944147,-2563593.273874128703028
"2887",-62347.533661178669718,-2563615.115412037819624
"2888",-62521.257805481829564,-2563627.993557207286358
"2889",-62696.053138736649998,-2563632.061574101913720
"2890",-62871.449859134758299,-2563627.415520884096622
"2891",-63046.190363107525627,-2563614.306385552044958
"2892",-63219.796102913998766,-2563592.998267439659685
"2893",-63391.510880431334954,-2563563.791878339368850
"2894",-63560.695816969368025,-2563527.020725901238620
"2895",-63726.701857064181240,-2563483.036295778583735
"2896",-63889.023813342617359,-2563432.263688462320715
"2897",-64047.179696009334293,-2563375.127805377822369
"2898",-64200.861573809335823,-2563312.079284146893770
"2899",-64349.828435793184326,-2563243.618036880623549
"2900",-64494.030807263770839,-2563170.260311225894839
"2901",-64633.527417168552347,-2563092.575929120648652
"2902",-64768.622257232185802,-2563011.129679836798459
"2903",-64899.648780900599377,-2562926.638765875715762
"2904",-65027.261090371946921,-2562839.638129973784089
"2905",-65152.159543532005046,-2562750.788060424383730
"2906",-65275.199874469653878,-2562660.687898052390665
"2907",-65397.297578949794115,-2562570.024120467714965
"2908",-65519.426028122339630,-2562479.339446336496621
"2909",-65642.434051718242699,-2562389.169662954751402
"2910",-65767.169277431545197,-2562299.934408332221210
"2911",-65894.291508049529511,-2562211.959022507071495
"2912",-66024.375762350420700,-2562125.491851988714188
"2913",-66157.783751988783479,-2562040.659334505442530
"2914",-66294.789812535847886,-2561957.524757868610322
"2915",-66435.481516255531460,-2561876.087889550719410
"2916",-66579.880351875370252,-2561796.284117561765015
"2917",-66727.785318848502357,-2561717.982967684976757
"2918",-66879.029981412590132,-2561641.048829585779458
"2919",-67033.224295505642658,-2561565.287004916463047
"2920",-67190.020833057977143,-2561490.515604407526553
"2921",-67348.926701835516724,-2561416.509281429927796
"2922",-67509.517627116380027,-2561343.068379736039788
"2923",-67671.160004161414690,-2561270.056110283825547
"2924",-67833.256538172106957,-2561196.963144196197391
"2925",-67995.283636679581832,-2561123.848001654725522
"2926",-68156.783800778255682,-2561050.459859512280673
"2927",-68317.010448388609802,-2560976.569639976602048
"2928",-68475.598403399097151,-2560902.006741866003722
"2929",-68632.049969133426202,-2560826.699112984351814
"2930",-68785.984598729730351,-2560750.341821676585823
"2931",-68937.075242430233629,-2560672.837799929548055
"2932",-69085.092544796469156,-2560594.085060608107597
"2933",-69229.869145118311280,-2560514.044542533811182
"2934",-69371.349199795571622,-2560432.670413176994771
"2935",-69509.507423869566992,-2560350.011826080270112
"2936",-69644.441056995565305,-2560266.069080248475075
"2937",-69776.303647412831197,-2560180.968378501478583
"2938",-69905.277619587839581,-2560094.712534126359969
"2939",-70031.627646777240443,-2560007.501361819449812
"2940",-70155.564081896503922,-2559919.272133368533105
"2941",-70277.381065316178137,-2559830.259264489635825
"2942",-70397.245104422996519,-2559740.264509869273752
"2943",-70515.459134136981447,-2559649.539011833257973
"2944",-70632.232584746845532,-2559558.065509298816323
"2945",-70747.689294755473384,-2559465.840877681039274
"2946",-70862.009646476231865,-2559372.791348628234118
"2947",-70975.230337133296416,-2559278.833108668681234
"2948",-71087.498283540437114,-2559183.850294812116772
"2949",-71198.910669827688253,-2559087.728661874309182
"2950",-71309.676263262081193,-2558990.342161281965673
"2951",-71420.082679731873213,-2558891.620549858547747
"2952",-71530.575477018559468,-2558791.508747159503400
"2953",-71641.732116600353038,-2558690.068348172120750
"2954",-71754.382856485244702,-2558587.464135268237442
"2955",-71869.563216062611900,-2558484.020724949426949
"2956",-71988.486372379062232,-2558380.140269601717591
"2957",-72112.501005429861834,-2558276.417878165375441
"2958",-72243.022835583629785,-2558173.482585098128766
"2959",-72381.443048663335503,-2558072.077405363321304
"2960",-72529.099409679693053,-2557972.940166208893061
"2961",-72687.187251270152046,-2557876.838799358345568
"2962",-72856.817192329923273,-2557784.427130376454443
"2963",-73038.818771815553191,-2557696.344871278852224
"2964",-73234.003959036956076,-2557613.050533631816506
"2965",-73442.978909075260162,-2557534.953925864771008
"2966",-73666.230683618705370,-2557462.173677340149879
"2967",-73904.041063826836762,-2557394.714993602596223
"2968",-74156.571069541372708,-2557332.372784609906375
"2969",-74423.737279026361648,-2557274.827671003527939
"2970",-74705.305403800623026,-2557221.614064286928624
"2971",-75000.731579401399358,-2557172.256074546836317
"2972",-75309.294330259246635,-2557126.183502322528511
"2973",-75629.914983684924664,-2557082.899525585118681
"2974",-75961.373660489058238,-2557041.862676443532109
"2975",-76301.971313649570220,-2557002.586391159333289
"2976",-76650.123470785794780,-2556964.578313100151718
"2977",-77003.570261383603793,-2556927.393364412710071
"2978",-77360.592144451424247,-2556890.547769153956324
"2979",-77718.487575969920726,-2556853.670875524170697
"2980",-78075.651656419853680,-2556816.243716833181679
"2981",-78429.175554249610286,-2556777.880510527640581
"2982",-78777.394259893204435,-2556738.128652558196336
"2983",-79118.332004433497787,-2556696.563050325959921
"2984",-79450.340703395922901,-2556652.719761607702821
"2985",-79771.924647160281893,-2556606.177811803761870
"2986",-80081.939155049592955,-2556556.468585491646081
"2987",-80379.399227877118392,-2556503.225187376607209
"2988",-80663.709392571661738,-2556446.068842456210405
"2989",-80934.463124797344790,-2556384.721908741630614
"2990",-81191.583999866023078,-2556318.974084496032447
"2991",-81435.125657283468172,-2556248.764530058018863
"2992",-81665.510433545277920,-2556174.111206179484725
"2993",-81883.202248688903637,-2556095.256835856940597
"2994",-82089.037438976956764,-2556012.546454832889140
"2995",-82283.911645516491262,-2555926.499044259078801
"2996",-82469.018869595020078,-2555837.740920695941895
"2997",-82645.601891615864588,-2555747.038802338298410
"2998",-82815.121492783684516,-2555655.209659780375659
"2999",-82979.050639508961467,-2555563.132004379294813
"3000",-83138.890452050618478,-2555471.625795543659478
"3001",-83296.017581528154551,-2555381.468814310152084
"3002",-83451.671705630258657,-2555293.229297297075391
"3003",-83606.837052226983360,-2555207.356368040200323
"3004",-83762.276162159876549,-2555124.085829367861152
"3005",-83918.469215191653348,-2555043.521829510573298
"3006",-84075.691049629604095,-2554965.594314862973988
"3007",-84233.983182019175729,-2554890.157508747186512
"3008",-84393.297920188415446,-2554816.950095798820257
"3009",-84553.263692451058887,-2554745.688873120583594
"3010",-84713.677967293537222,-2554676.020878540351987
"3011",-84873.915375380689511,-2554607.608589460141957
"3012",-85033.589807050972013,-2554540.074890725314617
"3013",-85192.183500028229901,-2554473.126172191929072
"3014",-85349.168765255773906,-2554406.348781369626522
"3015",-85504.018672579069971,-2554339.508446344640106
"3016",-85656.328847541299183,-2554272.226595647633076
"3017",-85805.462292010182864,-2554204.375848108902574
"3018",-85951.106712486274773,-2554135.615923248697072
"3019",-86092.913584612251725,-2554065.953520270064473
"3020",-86230.568894564930815,-2553995.021122713573277
"3021",-86363.849860944610555,-2553922.795221479143947
"3022",-86492.624955675375531,-2553849.239702262915671
"3023",-86616.822944561572513,-2553774.400050417054445
"3024",-86736.467200625644182,-2553698.334100812673569
"3025",-86851.641956052189926,-2553621.166693661361933
"3026",-86962.503763836211874,-2553542.988740220665932
"3027",-87069.269476711182506,-2553463.963375791441649
"3028",-87172.214269224103191,-2553384.226059221196920
"3029",-87271.663724280486349,-2553303.952994400169700
"3030",-87367.963462250190787,-2553223.239919599145651
"3031",-87461.440663291694364,-2553142.226632814854383
"3032",-87552.462851604868774,-2553060.962267257738858
"3033",-87641.402175712471944,-2552979.537039351649582
"3034",-87728.579315507187857,-2552897.948988565709442
"3035",-87814.319232473149896,-2552816.222364402841777
"3036",-87898.906538517199806,-2552734.316190761514008
"3037",-87982.613465080794413,-2552652.203541751950979
"3038",-88065.681528048720793,-2552569.826860833913088
"3039",-88148.338174863907625,-2552487.138850810006261
"3040",-88230.763219419866800,-2552404.044751664623618
"3041",-88313.159967317245901,-2552320.515801553614438
"3042",-88395.691322850077995,-2552236.492272322997451
"3043",-88478.516110963217216,-2552151.939160356763750
"3044",-88561.766016694891732,-2552066.815985884051770
"3045",-88645.568828570932965,-2551981.108873179648072
"3046",-88730.012345750816166,-2551894.785192393232137
"3047",-88815.217196320139919,-2551807.893305051606148
"3048",-88901.210429509592359,-2551720.389863969758153
"3049",-88988.092976004714728,-2551632.361556618940085
"3050",-89075.807122953381622,-2551543.728404687717557
"3051",-89164.362722438352648,-2551454.514225209131837
"3052",-89253.741800001444062,-2551364.769120302982628
"3053",-89343.878794391566771,-2551274.512259330134839
"3054",-89434.703334200137760,-2551183.745390615426004
"3055",-89526.173694469689508,-2551092.542452367022634
"3056",-89618.135107425739989,-2551000.836961459368467
"3057",-89710.492470691300696,-2550908.631900149863213
"3058",-89803.154232676955871,-2550815.968772998079658
"3059",-89895.996470047335606,-2550722.854302645195276
"3060",-89988.947793995204847,-2550629.305390781257302
"3061",-90081.953032232908299,-2550535.364232109393924
"3062",-90174.958831137701054,-2550441.057746932841837
"3063",-90267.972137293283595,-2550346.467813544906676
"3064",-90361.008351549855433,-2550251.639132171869278
"3065",-90454.108878999089939,-2550156.696381964720786
"3066",-90547.348894018665305,-2550061.713599353097379
"3067",-90640.855965422859299,-2549966.821492146700621
"3068",-90734.745879251524457,-2549872.172566437628120
"3069",-90829.160864455072442,-2549777.891056756488979
"3070",-90924.201056267032982,-2549684.055464130826294
"3071",-91019.990415307329386,-2549590.763966213446110
"3072",-91116.610771080275299,-2549498.115584946703166
"3073",-91214.124061839189380,-2549406.141146125271916
"3074",-91312.536771016893908,-2549314.820858131628484
"3075",-91411.857069355944986,-2549224.148530660197139
"3076",-91512.016300052200677,-2549134.031808242201805
"3077",-91612.933018339856062,-2549044.369539933279157
"3078",-91714.518092463171342,-2548954.999481592793018
"3079",-91816.583442267030478,-2548865.783517168834805
"3080",-91919.026805120316567,-2548776.547250803094357
"3081",-92021.725496448416379,-2548687.142130007036030
"3082",-92124.552525684717693,-2548597.390707705169916
"3083",-92227.446986605034908,-2548507.215222653467208
"3084",-92330.364567868964514,-2548416.495294326916337
"3085",-92433.305244519884582,-2548325.251842705532908
"3086",-92536.306834203220205,-2548233.419963139574975
"3087",-92639.502299943880644,-2548141.108063106890768
"3088",-92743.064536151272478,-2548048.411814625374973
"3089",-92847.178010451578302,-2547955.509824048262089
"3090",-92951.999789699868415,-2547862.343283107038587
"3091",-93057.904654571611900,-2547769.284813092090189
"3092",-93165.141822211720864,-2547676.506638319697231
"3093",-93273.967809733148897,-2547584.167689669877291
"3094",-93384.592772439587861,-2547492.334311007522047
"3095",-93497.223349854510161,-2547401.116801017895341
"3096",-93611.991445008257870,-2547310.449853130150586
"3097",-93729.059484816345503,-2547220.355161469429731
"3098",-93848.536676565636299,-2547130.696497192140669
"3099",-93970.530037456337595,-2547041.327816702425480
"3100",-94095.188290635793237,-2546952.022114082239568
"3101",-94222.654604704744997,-2546862.613007816020399
"3102",-94353.234577577692107,-2546772.886998343281448
"3103",-94487.213603910378879,-2546682.774990307167172
"3104",-94625.117859707577736,-2546592.190418035723269
"3105",-94767.450420376786496,-2546501.227175463922322
"3106",-94914.949860027598334,-2546410.061812787782401
"3107",-95068.417139777258853,-2546319.062384559772909
"3108",-95228.759088093240280,-2546228.656455674208701
"3109",-95396.832290477745119,-2546139.457565258722752
"3110",-95573.565200279103010,-2546052.071670948527753
"3111",-95759.796261491792393,-2545967.248149266466498
"3112",-95956.322397562165861,-2545885.671778907999396
"3113",-96163.717252800866845,-2545807.952492836862803
"3114",-96382.535176932055037,-2545734.697529289405793
"3115",-96613.093223282528925,-2545666.298129527829587
"3116",-96855.631979355181102,-2545603.042505383957177
"3117",-97110.097199979121797,-2545545.016913825180382
"3118",-97376.389351156409248,-2545492.140781188383698
"3119",-97654.135542289499426,-2545444.135722551029176
"3120",-97942.925493095346610,-2545400.549488655291498
"3121",-98241.932348883696250,-2545360.893451197072864
"3122",-98550.393458031699993,-2545324.496994835324585
"3123",-98867.104326265005511,-2545290.649188433773816
"3124",-99191.037989728676621,-2545258.537381162866950
"3125",-99520.564542863197858,-2545227.356858530081809
"3126",-99854.419737064556102,-2545196.211826633661985
"3127",-100190.807220029484597,-2545164.351734154857695
"3128",-100528.523866151415859,-2545130.934926914051175
"3129",-100865.284314374235692,-2545095.226981649640948
"3130",-101199.827524748761789,-2545056.567276076879352
"3131",-101530.536216370848706,-2545014.371183528564870
"3132",-101856.091903348467895,-2544968.196617074776441
"3133",-102175.054410536802607,-2544917.662658477202058
"3134",-102486.490611570014153,-2544862.641960108652711
"3135",-102789.329982254334027,-2544803.105205137748271
"3136",-103083.037906635552645,-2544739.273659871891141
"3137",-103367.187801344160107,-2544671.513168754056096
"3138",-103641.748493025021162,-2544600.461951324250549
"3139",-103906.778602979567950,-2544526.917338698171079
"3140",-104162.837931940070121,-2544451.936253049876541
"3141",-104410.511474643964902,-2544376.749398542568088
"3142",-104650.780184349932824,-2544302.733666311949492
"3143",-104884.576285971445031,-2544231.294511504936963
"3144",-105113.045017269003438,-2544163.850430585443974
"3145",-105337.160996354476083,-2544101.764402816072106
"3146",-105557.913213191874092,-2544046.148205226752907
"3147",-105775.892311253090156,-2543997.872740502934903
"3148",-105991.781988042581361,-2543957.486335912253708
"3149",-106205.790633459866513,-2543925.268060014583170
"3150",-106418.205416594821145,-2543901.214650769252330
"3151",-106629.028214857709827,-2543885.171866115182638
"3152",-106838.269527829630533,-2543876.681264043785632
"3153",-107045.760649641670170,-2543875.377707481384277
"3154",-107251.376712110053631,-2543880.673546699341387
"3155",-107454.859947200617171,-2543892.126461137551814
"3156",-107656.020972050027922,-2543909.196173285134137
"3157",-107854.541798710561125,-2543931.555961425416172
"3158",-108050.367876215736032,-2543958.835223518311977
"3159",-108242.737299613974756,-2543990.854094746056944
"3160",-108431.606538125066436,-2544027.529066906776279
"3161",-108616.533351415375364,-2544068.784866270609200
"3162",-108797.321654640414636,-2544114.629591485951096
"3163",-108973.573982665460790,-2544165.052910529542714
"3164",-109145.215031647079741,-2544219.983319881837815
"3165",-109312.147825287931482,-2544279.255320574156940
"3166",-109474.567913407357992,-2544342.534985719248652
"3167",-109632.745463711136836,-2544409.284722786862403
"3168",-109787.423694561875891,-2544478.658101166132838
"3169",-109939.413953115334152,-2544549.686652174685150
"3170",-110089.950969162397087,-2544620.790259156841785
"3171",-110240.222405568521935,-2544690.375444431323558
"3172",-110391.598439024790423,-2544756.634945061523467
"3173",-110545.191077844763640,-2544818.002014703582972
"3174",-110701.999491945811315,-2544873.028048717882484
"3175",-110862.630277508491417,-2544920.683958466164768
"3176",-111027.510218859417364,-2544960.083260728511959
"3177",-111196.723316387709929,-2544990.756520147901028
"3178",-111370.275537074849126,-2545012.351380130741745
"3179",-111547.946764107968193,-2545024.811300023924559
"3180",-111729.576860846980708,-2545028.223108123522252
"3181",-111914.811038038460538,-2545022.893524763640016
"3182",-112103.557603254579590,-2545009.140695732086897
"3183",-112295.314779934997205,-2544987.489273326005787
"3184",-112489.993547728532576,-2544958.484276641160250
"3185",-112687.324193735752488,-2544922.698601188138127
"3186",-112887.117106489851722,-2544880.643302410375327
"3187",-113089.097794592133141,-2544832.865772502031177
"3188",-113293.036051539951586,-2544779.654093253426254
"3189",-113498.438428968016524,-2544721.280113634187728
"3190",-113705.023949180962518,-2544657.875489649362862
"3191",-113912.125256494444329,-2544589.449616379570216
"3192",-114119.269455636953353,-2544515.896877916064113
"3193",-114325.732129729003645,-2544437.007430108729750
"3194",-114530.864091612282209,-2544352.562702288385481
"3195",-114733.829543413070496,-2544262.283249258529395
"3196",-114933.891617209970718,-2544165.931942866183817
"3197",-115130.180306437454419,-2544063.409007478971034
"3198",-115322.054553265159484,-2543954.503619909286499
"3199",-115508.504311809636420,-2543839.276616650633514
"3200",-115689.006975235097343,-2543717.883044462185353
"3201",-115862.954927071070415,-2543590.660944676492363
"3202",-116029.951707221436664,-2543458.038743281271309
"3203",-116189.707885186900967,-2543320.577408874873072
"3204",-116342.098811785443104,-2543178.863181778695434
